นิติบุคคลจัดตั้งเดือนมิถุนายน  2559,,,,,,,,,
ทั่วประเทศ,,,,,,,,,
ลำดับ,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ","รหัส
วัตถุประสงค์",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
57,0575559001541,บจ.เชียงราย โฮลดิ้ง จำกัด,10/6/2559," 700,000 ",64202,การรับซื้อ โอนร่วมลงทุนเข้าเป็นหุ้นส่วนจำกัดหรือเป็นผู้ถือหุ้นในบริษัทจำกัดทั้งในประเทศและต่างประเทศ,123 หมู่ที่ 7  ต.สถาน อ.เชียงของ จ.เชียงราย 57140,,
58,0573559001621,หจ.ประทินทิพย์,6/6/2559," 600,000 ",20232,ผลิต จำหน่ายปลีก-ส่ง นำเข้า ส่งออก ซื้อมาขายไป ตัวแทนผลิตภัณฑ์ เครื่องสำอางค์ เวชสำอางค์,242 หมู่ที่ 6  ต.แม่เจดีย์ใหม่ อ.เวียงป่าเป้า จ.เชียงราย 57260,,
59,0573559001825,หจ.พี่น้องหัวใจสองล้อ เชียงราย,20/6/2559," 500,000 ",82302,ประกอบกิจการออแกไนซ์เซอร์ การจัดงานประกวด และงานอีเว้นท์ทุกประเภท,279/23 หมู่ที่ 3  ต.รอบเวียง อ.เมืองเชียงราย จ.เชียงราย 57000,,
60,0573559001779,หจ.มิตร เซอร์วิส เชียงราย,14/6/2559," 500,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,595/19 หมู่ที่ 17  ต.บ้านดู่ อ.เมืองเชียงราย จ.เชียงราย 57100,,
61,0575559001550,บจ.เจ.พี.เมดิก้า จำกัด,10/6/2559," 500,000 ",46441,ประกอบกิจการนำเข้าและจัดจำหน่ายเครื่องมือและอุปกรณ์ทางการแพทย์,222 หมู่ที่ 7  ต.แม่สาย อ.แม่สาย จ.เชียงราย 57130,,
62,0573559001795,หจ.เจริญทอง ออยล์,16/6/2559," 500,000 ",47300,ประกอบกิจการค้าน้ำมันเชื้อเพลิง และสถานีบริกาน้ำมันเชื้อเพลิง,210 หมู่ที่ 2  ต.เวียงชัย อ.เวียงชัย จ.เชียงราย 57210,,
63,0575559001762,บจ.รักษาความปลอดภัย ที.ซี.เซฟตี้ จำกัด,30/6/2559," 500,000 ",80100,ประกอบกิจการให้บริการยามรักษาความปลอดภัย,61 หมู่ที่ 9  ต.เวียงชัย อ.เวียงชัย จ.เชียงราย 57210,,
64,0573559001761,หจ.วินณุวัฒน์ เอ็นจิเนียริ่ง,13/6/2559," 500,000 ",41002,รับเหมาก่อสร้าง อาคาร ถนน งานโยธาทุกชนิด,181/1 หมู่ที่ 5  ต.จอมหมอกแก้ว อ.แม่ลาว จ.เชียงราย 57250,,
65,0575559001495,บจ.นิววินทู เอ็ดดูเคชั่น จำกัด,6/6/2559," 400,000 ",85500,ประกอบกิจการแนะแนวการศึกษาต่อต่างประเทศ จัดโครงการแลกเปลี่ยนภาษาและวัฒนธรรมฯ,255/3 ถนนธนาลัย  ต.เวียง อ.เมืองเชียงราย จ.เชียงราย 57000,,
66,0575559001738,บจ.รักษาความปลอดภัย อมร เอ.เอ็ม.พี. เซอร์วิส จำกัด,27/6/2559," 400,000 ",80100,ประกอบกิจการรักษาความปลอดภัย,166/66 หมู่ที่ 23  ต.รอบเวียง อ.เมืองเชียงราย จ.เชียงราย 57000,,
67,0575559001533,บจ.เอธนิค ยูท ฟาวเดชั่น เมียนมาร์ (ไทยแลนด์) จำกัด,10/6/2559," 200,000 ",85492,ประกอบกิจการสอนคอมพิวเตอร์,97 หมู่ที่ 7  ต.แม่สาย อ.แม่สาย จ.เชียงราย 57130,,
68,0573559001701,หจ.ออดิท แอนด์ บียอนด์,9/6/2559," 100,000 ",69200,ประกอบกิจการเกี่ยวกับทำบัญชีและการตรวจสอบบัญชี ให้คำแนะนำปรึกษาด้านบัญชีและภาษี,53 หมู่ที่ 17  ต.บ้านดู่ อ.เมืองเชียงราย จ.เชียงราย 57100,,
69,0573559001728,หจ.บลู บัทเทอร์,10/6/2559," 50,000 ",58202,ประกอบกิจการจัดทำซอฟต์แวร์ เกมสำเร็จรูป,301 หมู่ที่ 3  ต.เวียงชัย อ.เวียงชัย จ.เชียงราย 57210,,
1,0583559000241,หจ.ภาสินีปางมะผ้า,16/6/2559," 2,000,000 ",45401,ประกอบกิจการขายส่งและการขายปลีกรถจักรยานยนต์,259 หมู่ที่ 1  ต.สบป่อง อ.ปางมะผ้า จ.แม่ฮ่องสอน 58150,,
2,0583559000225,หจ.จ.ถวัลย์รุ่งเรือง,2/6/2559," 1,000,000 ",41002,ประกอบกิจการับเหมาก่อสร้าง อาคารพาณิชย์,39/1 หมู่บ้านแม่ปาง หมู่ที่ 1  ต.สันติคีรี อ.แม่ลาน้อย จ.แม่ฮ่องสอน 58120,,
3,0585559000065,บจ.ไอเดียไร้ขีด จำกัด,2/6/2559," 1,000,000 ",62012,ประกอบกิจการให้บริการ ออกแบบ เขียนโปรแกรม สื่อสิ่งพิมพ์,733 หมู่ที่ 8  ต.เวียงใต้ อ.ปาย จ.แม่ฮ่องสอน 58130,,
4,0583559000250,หจ.ช่อนารีก่อสร้าง,30/6/2559," 1,000,000 ",47525,ประกอบกิจการจำหน่ายวัสดุอุปกรณ์ก่อสร้างทุกชนิด,55/2 หมู่ที่ 1  ต.สบป่อง อ.ปางมะผ้า จ.แม่ฮ่องสอน 58150,,
5,0583559000233,หจ.เดนกิ 58,6/6/2559," 500,000 ",41002,ประกอบกิจการรับเหมาก่อสร้างทุกชนิด,97/2 หมู่ที่ 8  ต.แม่เงา อ.ขุนยวม จ.แม่ฮ่องสอน 58140,,
1,0603559000810,หจ.นปภาเกษตรฟาร์ม,10/6/2559," 5,000,000 ",01450,ประกอบกิจการฟาร์มเลี้ยงสุกร,71/1 หมู่ที่ 12  ต.โพธิ์ประสาท อ.ไพศาลี จ.นครสวรรค์ 60220,,
2,0605559000803,บจ.อารีการเกษตร 2559 จำกัด,7/6/2559," 3,000,000 ",46692,ประกอบกิจการจำหน่ายปุ๋ย ยาปราบศัตรูพืช สารกำจัดศัตรูพืช,166/5 หมู่ที่ 4  ต.โกรกพระ อ.โกรกพระ จ.นครสวรรค์ 60170,,
3,0603559000879,หจ.เอส ที โลหะกิจ,30/6/2559," 2,000,000 ",25113,ผลิตประตู หน้าต่าง กรอบประตูหน้าต่างและผลิตภัณฑ์ที่คล้ายกันที่ทำจากโลหะ,210 หมู่ที่ 6  ต.โกรกพระ อ.โกรกพระ จ.นครสวรรค์ 60170,,
4,0603559000771,หจ.เมอร์เทค อินเตอร์ไพร์,6/6/2559," 1,000,000 ",46599,จำหน่ายตู้น้ำดื่มหยอดเหรียญอัตโนมัติ,"155,155/1 หมู่ที่ 10  ต.นครสวรรค์ตก อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000",,
5,0605559000773,บจ.บุญพารวย(99) จำกัด,2/6/2559," 1,000,000 ",46441,จำหน่ายผลิตภัณฑ์ทำทำจากสมุนไพร อาหารเสริม กาแฟเพื่อสุขภาพ,78/70 หมู่ที่ 10  ต.วัดไทร อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,,
