นิติบุคคลจัดตั้งเดือนเมษายน  2559,,,,,,,,,
ทั่วประเทศ,,,,,,,,,
ลำดับ,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ","รหัส
วัตถุประสงค์",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
45,0305559001730,บจ.รักษาความปลอดภัย นาซาส์ จำกัด,4/4/2559," 1,000,000 ",80100,บริการดูแลให้ความปลอดภัย ให้คำปรึกษา,17 หมู่ที่ 7  ต.โนนอุดม อ.เมืองยาง จ.นครราชสีมา 30270,,
46,0305559001764,บจ.รุ่งเรืองประภา จำกัด,5/4/2559," 1,000,000 ",41002,รับเหมาก่อสร้างทุกชนิด,470 หมู่ที่ 1  ต.ชุมพวง อ.ชุมพวง จ.นครราชสีมา 30270,,
47,0303559001967,หจ.ธิดา กรุ๊ป,19/4/2559," 1,000,000 ",41002,รับเหมาก่อสร้างต่างๆ รวมทั้งงานโยธาทุกประเภท,377 หมู่ที่ 3  ต.จอหอ อ.เมืองนครราชสีมา จ.นครราชสีมา 30310,,
48,0305559001900,บจ.เมกา ทูลส์ เซอร์วิส จำกัด,25/4/2559," 1,000,000 ",46599,จำหน่ายวัสดุอุปกรณ์อุตสาหกรรม,2/3 หมู่ที่ 1  ต.จอหอ อ.เมืองนครราชสีมา จ.นครราชสีมา 30310,,
49,0305559001951,บจ.ดีเลิศซิเคียวริคอรว์ จำกัด,28/4/2559," 1,000,000 ",80100,รับฝึกอบรมพนักงานรักษาความปลอดภัยตามมาตรฐานสากล บริการรักษาความปลอดภัย,599 หมู่ที่ 13  ต.จอหอ อ.เมืองนครราชสีมา จ.นครราชสีมา 30310,,
50,0305559001977,บจ.กาย(ไทยแลนด์) จำกัด,28/4/2559," 1,000,000 ",46443,จำหน่ายผลิตภัณฑ์เสริมอาหาร เครื่องสำอาง เวชสำอาง ผลิตภัณฑ์เกี่ยวกับสุขภาพ,124 หมู่ที่ 3  ต.บ้านโพธิ์ อ.เมืองนครราชสีมา จ.นครราชสีมา 30310,,
51,0305559001799,บจ.สัจจา  น้ำมันดี จำกัด,8/4/2559," 1,000,000 ",47300,ประกอบกิจการจำหน่ายน้ำมันเชื้อเพลิงทุกชนิด,301/2 หมู่ที่ 1  ต.กลางดง อ.ปากช่อง จ.นครราชสีมา 30320,,
52,0305559001811,บจ.บลู เธรด พรีซิชั่น จำกัด,11/4/2559," 1,000,000 ",14112,ผลิตและจำหน่ายเสื้อผ้าสำเร็จรูป,99/88 หมู่ที่ 9  ต.กลางดง อ.ปากช่อง จ.นครราชสีมา 30320,,
53,0305559001802,บจ.นิว บี พี เอ็น ขนส่ง จำกัด,11/4/2559," 1,000,000 ",49339,ขนส่งและขนถ่ายสินค้าทางการเกษตรทุกชนิด สินค้าอุปโภค บริโภค วัสดุก่อสร้าง,160 หมู่ที่ 15  ต.เสิงสาง อ.เสิงสาง จ.นครราชสีมา 30330,,
54,0305559001845,บจ.คำแพง อินเตอร์เทรด จำกัด,12/4/2559," 1,000,000 ",46691,ประกอบกิจการค้าน้ำยาเคมี,37/1 หมู่ที่ 7  ต.โนนตาเถร อ.โนนแดง จ.นครราชสีมา 30360,,
55,0305559001942,บจ.เจ เอส เจริญทรัพย์ 2015 จำกัด,28/4/2559," 600,000 ",46492,จำหน่ายทองรูปพรรณ ทองแท่ง,50/115 หมู่ที่ 10  ต.โพธิ์กลาง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
56,0303559001908,หจ.ที.เอส.ซัพพลาย แอนด์ เซอร์วิส 2016,7/4/2559," 500,000 ",46639,จำหน่าย จัดซื้อ จัดหา อุปกรณ์ครุภัณฑ์ เคมีภัณฑ์ สุขภัณฑ์ วัสดุก่อสร้าง ซ่อมแซมทุกประเภท,107/6 ถนน30 กันยา  ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
57,0305559001969,บจ.สเพลนดิด แอคเคาท์ จำกัด,28/4/2559," 500,000 ",69200,รับทำบัญชี วางระบบบัญชีภายในและภาษีอากร รับปรึกษาและวางแผนภาษีอากร,721/28-29 ถนนสืบศิริ  ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
58,0303559002017,หจ.โคราชเครื่องมือแพทย์(ประเทศไทย),22/4/2559," 200,000 ",46441,จำหน่ายยา ยารักษาโรค เภสัชภัณฑ์ เคมีภัณฑ์ เครื่องมือแพทย์ฯ,38 หมู่ที่ 14  ต.ธงชัยเหนือ อ.ปักธงชัย จ.นครราชสีมา 30150,,
1,0315559000521,บจ.บ้านสวนฟรุ๊ตการ์เด้นส์ จำกัด,20/4/2559," 5,000,000 ",41002,ประกิจการรับเหมาก่อสร้าง,112 หมู่ที่ 9  ต.เมืองฝาง อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000,,
2,0315559000539,บจ.เอ็มจี ไฮเทค ทีแอนด์เอ็น จำกัด,20/4/2559," 5,000,000 ",45101,ประกอบกิจการจำหน่ายรถยนต์,59 หมู่ที่ 1  ต.กระสัง อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000,,
3,0315559000491,บจ.มรกตยิ่งเจริญ(พลาสติก) จำกัด,8/4/2559," 5,000,000 ",11041,ประกอบกิจการโรงงานผลิตน้ำดื่ม,108 หมู่ที่ 5  ต.ไพศาล อ.ประโคนชัย จ.บุรีรัมย์ 31140,,
4,0313559000758,หจ.นิว เอส.เจ.กรุ๊ป,29/4/2559," 5,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,15 หมู่ที่ 7  ต.ห้วยสำราญ อ.กระสัง จ.บุรีรัมย์ 31160,,
5,0315559000571,บจ.ประชารัฐรักสามัคคีบุรีรัมย์ จำกัด,29/4/2559," 4,000,000 ",47190,ประกอบกิจการค้าปลีก ค้าส่งสินค้าตามที่กำหนดไว้ในวัตถุประสงค์,1 ถนนรมย์บุรี  ต.ในเมือง อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000,,
6,0315559000555,บจ.เซียงกงนำโชคชัย จำกัด,28/4/2559," 3,000,000 ",46599,ประกอบกิจการจำหน่ายนำเข้าส่งออกเครื่องยนต์ จักรกล ทุ่นแรง อะไหล่เครื่องยนต์,76 หมู่ที่ 5  ต.ประโคนชัย อ.ประโคนชัย จ.บุรีรัมย์ 31140,,
7,0313559000731,หจ.กิจปรีชารุ่งเรือง,26/4/2559," 2,000,000 ",41002,รับเหมาก่อสร้าง,355/117 หมู่ที่ 17  ต.อิสาณ อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000,,
8,0315559000482,บจ.บุญศิริ บ้านและที่ดิน จำกัด,8/4/2559," 2,000,000 ",68102,ประกอบกิจการซื้อขายอสังหาริมทรัพย์,67 ถนนศรีเพ็ชร  ต.ในเมือง อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000,,
9,0313559000685,หจ.นิลศิริ การโยธา,5/4/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,18 หมู่ที่ 11  ต.ชุมเห็ด อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000,,
10,0313559000740,หจ.โรงน้ำแข็งโชคสมปอง,28/4/2559," 1,000,000 ",10795,ผลิตและจำหน่าย น้ำแข็ง น้ำดื่ม,45 หมู่ที่ 17  ต.เสม็ด อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000,,
11,0313559000766,หจ.คูลเฮ้าส์ แอร์ แอนด์ เซอร์วิส บุรีรัมย์,29/4/2559," 1,000,000 ",43223,รับติดตั้งและซ่อมเครื่องปรับอากาศ,82 หมู่ที่ 7  ต.อิสาณ อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000,,
