นิติบุคคลจัดตั้งเดือนกรกฎาคม  2559,,,,,,,,,
ทั่วประเทศ,,,,,,,,,
ลำดับ,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ","รหัส
วัตถุประสงค์",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
18,0745559005405,บจ.ไทยเจริญ อินเตอร์ เทรดดิ้ง จำกัด,14/7/2559," 2,000,000 ",46900,ประกอบกิจการค้าประเภทนำเข้าและส่งออกซึ่งสินค้าเพื่อการอุปโภคและสินค้าบริโภคทุุกประเภท,48/368 หมู่ที่ 1 ซอยหมื่นทรัพย์แลนด์ ถนนเอกชัย  ต.คอกกระบือ อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
19,0745559005413,บจ.ทีเอส เอ็กซ์พอร์ต อิมพอร์ต จำกัด,14/7/2559," 2,000,000 ",46109,ประกอบกิจการนำเข้า ส่งออก ขายปลีก ขายส่ง สินต้าอุปโภคบริโภค,28/5 หมู่ที่ 2  ต.คอกกระบือ อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
20,0745559005553,บจ.อควาเบสท์ กรุ๊ป จำกัด,22/7/2559," 2,000,000 ",46206,ประกอบกิจการค้า วัตถุดิบอาหารสัตว์ เช่น ปลาป่น,279/51ก ถนนสุทธิวาตวิถี  ต.ท่าฉลอม อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
21,0745559005723,บจ.เอ็มเอฟ โมชั่น จำกัด,28/7/2559," 2,000,000 ",77210,ประกอบกิจการให้บริการ ให้เช่า จำหน่่าย รับฝาก รถจักรยาน,118/47 หมู่ที่ 1 ถนนพระราม 2  ต.ท่าจีน อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
22,0745559005081,บจ.พรอมท์ ซินเซียร์ จำกัด,5/7/2559," 2,000,000 ",46622,ประกอบกิจการค้า เหล็ก พลาสติก อลูมิเนียม กระดาษและวัสดุเหลือใช้ทุกชนิด,121/13 หมู่ที่ 4  ต.แคราย อ.กระทุ่มแบน จ.สมุทรสาคร 74110,,
23,0745559005171,บจ.ไทย เอช.เอฟ. เทรดดิ้ง จำกัด,7/7/2559," 2,000,000 ",47711,ประกอบกิจการจำหน่ายถุงมือ ยางพารา,9/97 หมู่ที่ 3  ต.ดอนไก่ดี อ.กระทุ่มแบน จ.สมุทรสาคร 74110,,
24,0745559005235,บจ.เนเวอร์ บีน เบทเธอร์ จำกัด,8/7/2559," 2,000,000 ",46201,จำหน่ายสินค้าเกษตร สมุนไพร พืชผลทางการเกษตร,21/8 หมู่ที่ 2  ต.ท่าเสา อ.กระทุ่มแบน จ.สมุทรสาคร 74110,,
25,0745559005596,บจ.พีเอ็มวาย เฟอร์นิเจอร์ จำกัด,22/7/2559," 1,500,000 ",31001,ประกอบกิจการผลิตเฟอร์นิเจอร์,93/19 หมู่ที่ 4  ต.บ้านเกาะ อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
26,0743559001050,หจ.ทรัพย์บุญมี อลูมิเนียม,4/7/2559," 1,000,000 ",24320,ประกอบกิจการหล่อหลอมโลหะทุกชนิด ทองเหลือง ทองแดง อลูมิเนียม,128/4 หมู่ที่ 2  ต.บางน้ำจืด อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
27,0743559001068,หจ.พงษ์ศิริชัย โลจิสติกส์,5/7/2559," 1,000,000 ",49323,ประกอบกิจการรขนส่งและขนถ่ายสินค้า และคนโดยสารทั้งทางบก ทางน้ำ ทางอากาศ,174/8 หมู่ที่ 4  ต.บ้านเกาะ อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
28,0743559001084,หจ.คุณโอ อินดัสทรี,8/7/2559," 1,000,000 ",47212,ประกอบกิจการค้า กุ้งแห้ง,206/35 จ ถนนเจษฎาวิถี  ต.มหาชัย อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
29,0743559001092,หจ.เอก ซีฟู้ดส์,11/7/2559," 1,000,000 ",46312,การขายส่งปลาและผลิตภัณฑ์สัตว์น้ำ,"40/7,8,9 หมู่ที่ 1  ต.บางน้ำจืด อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000",,
30,0743559001106,หจ.ภัทรรุ่งเรืองยนต์,14/7/2559," 1,000,000 ",45201,ประกิบกิจการให้บริการซ่อมแซม บำรุงรักษา ตรวจสอบ ยานพาหนะทุกประเภท,32/3 หมู่ที่ 2  ต.บ้านเกาะ อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
31,0743559001114,หจ.สุกฤตา พาณิชย์,14/7/2559," 1,000,000 ",70209,ประกอบกิจการบริการรับให้คำปรึกษาและดำเนินการเกี่ยวกับแรงงานต่างด้าว,7/141 หมู่ที่ 9  ต.โคกขาม อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
32,0743559001131,หจ.หงษ์แก้ว,22/7/2559," 1,000,000 ",46494,ประกอบกิจการจำหน่ายชั้นวางสินค้า ชั้นวางพาเลท ชั้นวางผลิตภัณฑ์,19/9 หมู่ที่ 8  ต.บางกระเจ้า อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
33,0745559004999,บจ.แอ๊ดวานซ์ เพาเวอร์ เอ็นเนอร์ยี่ จำกัด,1/7/2559," 1,000,000 ",19202,ประกอบกิจการ ผลิต รับซื้อ รับจ้างวัสดุเพื่อเป็นเชื้อเพลิง,77/76 หมู่ที่ 4 ถนนเอกชัย  ต.โคกขาม อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
34,0745559005006,บจ.19แอนด์แมท จำกัด,1/7/2559," 1,000,000 ",46599,จำหน่ายพาร์ทเครื่องจักรขนาดเล็ก และเครื่องตกแต่งบ้านและป้ายต่างๆ,38/66 หมู่ที่ 2  ต.นาดี อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
35,0745559005022,บจ.เพชรเจริญ อลูมิเนียม จำกัด,1/7/2559," 1,000,000 ",24320,ประกอบกิจการหล่อหลอมโลหะทุกชนิด ทองเหลือง ทองแดง,128 หมู่ที่ 2  ต.บางน้ำจืด อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
36,0745559005031,บจ.ทรัพย์มงคล อลูมิเนียม จำกัด,1/7/2559," 1,000,000 ",24320,ประกอบกิจการหล่อหลอมโลหะทุกชนิด ทองเหลือง ทองเเดง,138 หมู่ที่ 2  ต.บางน้ำจืด อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
37,0745559005049,บจ.จี อี ดี คอร์ปอเรชั่น จำกัด,4/7/2559," 1,000,000 ",46431,จำหน่าย นำเข้าและส่งออกกระดาษ,926/137 ถนนเศรษฐกิจ 1  ต.มหาชัย อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
38,0745559005065,บจ.รักษาความปลอดภัย ไอดีโฟร์ จำกัด,4/7/2559," 1,000,000 ",80100,ประกอบกิจการรับจัดการเฝ้าดูแลทรัพย์สิน และรักษาความปลอดภัย,72/13-14 หมู่ที่ 2  ต.คอกกระบือ อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
39,0745559005073,บจ.บ้านพิมพ์แอนด์ดีไซน์ จำกัด,4/7/2559," 1,000,000 ",18119,บริการพิมพ์ แผ่นพับ โบรชัว แค็ตตาล็อก หนังสือ,118/52 หมู่ที่ 6  ต.ท่าทราย อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
40,0745559005103,บจ.บลูวาฬ อินเตอร์ ฟู้ดส์ จำกัด,5/7/2559," 1,000,000 ",46312,ประกอบกิจการค้าโดย ส่งออก นำเข้า อาหารทะเล สัตว์น้ำแช่แข็งและแปรรูป,48/201-2 หมู่ที่ 4  ต.นาดี อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
