นิติบุคคลจัดตั้งเดือนพฤษภาคม  2559,,,,,,,
ทั่วประเทศ,,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ","รหัส
วัตถุประสงค์",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
38,0305559002345,บจ.สวนน้ำเพชรสุวรรณ จำกัด,24/5/2559," 1,000,000 ",93210,บริการสวนน้ำ สวนสนุก จำหน่ายและให้เช่าชุดว่ายน้ำพร้อมอุปกรณ์ทุกประเภท อาหาร เครื่องดื่ม,199 หมู่ที่ 2  ต.บ้านเกาะ อ.เมืองนครราชสีมา จ.นครราชสีมา 30000
39,0305559002353,บจ.รักษาความปลอดภัย ชูตระกูล กรุ๊ป จำกัด,24/5/2559," 1,000,000 ",80100,บริการรักษาความปลอดภัย รักษาความสะอาดฯ ฝึกอบรมจัดตั้งสถานอบรมที่ได้รับอนุญาตจากหน่วยงาน,517/88 ถนนมิตรภาพ-หนองคาย  ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000
40,0305559002361,บจ.สุรนารีวิศวโยธา จำกัด,24/5/2559," 1,000,000 ",41002,รับเหมาก่อสร้างและงานโยธาทุกประเภท,227 หมู่ที่ 6  ต.หนองกระทุ่ม อ.เมืองนครราชสีมา จ.นครราชสีมา 30000
41,0305559002396,บจ.พิชิตเฉาก๊วย จำกัด,27/5/2559," 1,000,000 ",10799,ผลิตและจำหน่ายเฉาก๊วย,274 หมู่ที่ 3  ต.มะเริง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000
42,0305559002442,บจ.ต้นโพธิ์บ้านโบ้ จำกัด,31/5/2559," 1,000,000 ",56101,ร้านอาหารไทย-นานาชาติ,299/16 ถนนมิตรภาพ-หนองคาย  ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000
43,0305559002451,บจ.นายวิน ซัพพอร์ท จำกัด,31/5/2559," 1,000,000 ",46104,จำหน่ายคอมพิวเตอร์และอุปกรณ์อิเล็คทรอนิกส์ โทรศัพท์ฯ,190 หมู่ที่ 1  ต.ในเมือง อ.พิมาย จ.นครราชสีมา 30110
44,0303559002416,หจ.รุ่งเรืองสองพันสิบสี่,25/5/2559," 1,000,000 ",47111,ประกอบกิจการค้าด้านสินค้าอุปโภค บริโภค แบบซุปเปอร์มาร์เก็ต หรือห้างสรรพสินค้า,736 ถนนมิตรภาพ  ต.ปากช่อง อ.ปากช่อง จ.นครราชสีมา 30130
45,0305559002051,บจ.พีซี ลิมิเต็ด กรุ๊ป จำกัด,10/5/2559," 1,000,000 ",03221,เพาะเลี้ยงปลาน้ำจืด ฟาร์มเลี้ยงปลาน้ำจืด เลี้ยงสัตว์น้ำจืด ไรแดง พรรณไม้น้ำ,90 ถนนคุรุสามัคคี  ต.ปากช่อง อ.ปากช่อง จ.นครราชสีมา 30130
46,0305559002124,บจ.ทรงกลดภัค จำกัด,11/5/2559," 1,000,000 ",20231,การผลิตสบู่ และเคมีภัฑณ์สำหรับรักษาความสะอาด,492 หมู่ที่ 10  ต.ปากช่อง อ.ปากช่อง จ.นครราชสีมา 30130
47,0305559002191,บจ.เดอะวันเดอร์ฟูลเวิลด์ ดีเวลลอปเมนท์ จำกัด,16/5/2559," 1,000,000 ",68101,ซื้อมา ขายไป อสังหาริมทรัพย์ เพื่อพัฒนาเป็นที่อยู่อาศัย เป็นโรงแรม รีสอร์ทเพื่อขายและธุรกิจโรงแรม,189/1 หมู่ที่ 6  ต.โป่งตาลอง อ.ปากช่อง จ.นครราชสีมา 30130
48,0305559002272,บจ.บียอนด์ คลีน จำกัด,23/5/2559," 1,000,000 ",81210,ให้บริการทำความสะอาด,299/29 หมู่ที่ 18  ต.ปากช่อง อ.ปากช่อง จ.นครราชสีมา 30130
49,0305559002388,บจ.สันติสุขมาร์ท จำกัด,27/5/2559," 1,000,000 ",47111,ซุปเปอร์มาเก็ต,392/1 ถนนมิตรภาพ  ต.ปากช่อง อ.ปากช่อง จ.นครราชสีมา 30130
50,0305559002426,บจ.ฟาร์ม หมอปอ จำกัด,27/5/2559," 1,000,000 ",79909,ประกอบกิจการจำหน่ายบัตรเข้าชมภายในฟาร์มรูปแบบท่องเที่ยวเชิงเกษตรและร้านจำหน่ายอาหาร,178 บ้านคลองเสือ หมู่ 15  ต.หมูสี อ.ปากช่อง จ.นครราชสีมา 30130
51,0305559002078,บจ.ธนลักษณ์ 512 จำกัด,11/5/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,109 หมู่ที่ 6  ต.เมืองปัก อ.ปักธงชัย จ.นครราชสีมา 30150
52,0305559002167,บจ.พรแม่ ดิเวลลอปเม้นท์ จำกัด,13/5/2559," 1,000,000 ",68101,จำหน่ายบ้านจัดสรร,70 หมู่ที่ 13  ต.เมืองปัก อ.ปักธงชัย จ.นครราชสีมา 30150
53,0303559002220,หจ.ช.สหทรัพย์,11/5/2559," 1,000,000 ",43210,ประกอบกิจการเดินสายเคเบิ้ล สายโทรศัพท์ สายไฟเบอร์ออฟติค งานเดินสายระบบ 3g 4g,395 หมู่ที่ 11  ต.สูงเนิน อ.สูงเนิน จ.นครราชสีมา 30170
54,0303559002149,หจ.อัญสิมา,2/5/2559," 1,000,000 ",11043,ผลิตเครื่องดื่มกาแฟ ชาและชาชงสมุนไพรพร้อมดื่ม,90 อาคารลิตเติลเวิลด์ หมู่ที่ 15 ถนนเจนจบทิศ  ต.ประทาย อ.ประทาย จ.นครราชสีมา 30180
55,0303559002114,หจ.โจทย์กิ่ง คอนสตรัคชั่น,2/5/2559," 1,000,000 ",42101,การก่อสร้างถนนและทางรถไฟ,473 หมู่บ้านนาตลิ่งชัน หมู่ที่ 10  ต.ท่าเยี่ยม อ.โชคชัย จ.นครราชสีมา 30190
56,0303559002122,หจ.ชัยณรงค์ กรุ๊ป,2/5/2559," 1,000,000 ",42101,การก่อสร้างถนนและทางรถไฟ ก่อสร้างอาคารที่ไม่ใช่ที่พักอาศัย,473 หมู่บ้านนาตลิ่งชัน หมู่ที่ 10  ต.ท่าเยี่ยม อ.โชคชัย จ.นครราชสีมา 30190
57,0305559002035,บจ.บี.เอ.เอ็น.จี. เอ็นจิเนียริ่ง จำกัด,4/5/2559," 1,000,000 ",43210,ติดตั้ง ออกแบบ ซ่อมแซม บำรุงรักษาระบบไฟฟ้าทุกประเภท,200/23 หมู่ที่ 2  ต.โชคชัย อ.โชคชัย จ.นครราชสีมา 30190
58,0305559002116,บจ.พีพี ไดมอนด์ เรียล เอสเตท จำกัด,11/5/2559," 1,000,000 ",68201,กิจกรรมเกี่ยวกับอสังหาริมทรัพย์ที่กระทำโดยได้รับค่าตอบแทนหรือตามสัญญาจ้าง,179 หมู่ที่ 4  ต.ค้างพลู อ.โนนไทย จ.นครราชสีมา 30220
59,0305559002183,บจ.เครูบทอง จำกัด,16/5/2559," 1,000,000 ",41002,รับเหมาก่อสร้างต่างๆ รวมงานโยธาทุกประเภท,69 หมู่ที่ 9  ต.ทองหลาง อ.จักราช จ.นครราชสีมา 30230
60,0303559002157,หจ.เทอร์มินอล บิวตี้,3/5/2559," 1,000,000 ",46443,นำเข้าและจำหน่ายสินค้าเครื่องสำอาง ครีมจากต่างประเทศ,156 หมู่ที่ 2  ต.ห้วยแถลง อ.ห้วยแถลง จ.นครราชสีมา 30240
61,0303559002211,หจ.มั่งคั่งเอ็นเตอร์ไพร์ส์,11/5/2559," 1,000,000 ",49339,ขนส่งสินค้าทั่วประเทศ,7 หมู่ที่ 15  ต.หินดาด อ.ห้วยแถลง จ.นครราชสีมา 30240
